customerid,tenure,monthlycharges,totalcharges,churn
2091-RFFBA,31,74,2217,Yes
2114-MGINA,14,90,1129,Yes
7596-LDUXP,12,85,979,No
3740-RLMVT,67,61,4119,No
4489-SNOJF,35,72,2568,Yes
2192-OZITF,45,74,3349,No
5651-CPDND,10,46,492,No
2186-QZEYA,29,59,1718,No
1131-ALZWV,24,25,605,No
7729-XBTWX,66,20,1344,No
9134-WYRVP,51,86,4267,No
3284-SVCRO,45,26,1121,No
9732-OUYRN,49,19,918,No
0559-CKHUS,29,20,521,No
2931-SVLTV,40,110,4469,No
6899-PPEEA,37,97,3580,Yes
7504-UWHNB,25,70,1729,No
2582-FFFZR,22,51,1073,No
8908-NMQTX,72,66,4566,No
2187-LZGPL,7,40,293,Yes
1431-AIDJQ,33,82,2603,No
6288-LBEAR,23,79,1783,No
4597-NUCQV,24,101,2440,Yes
9019-QVLZD,1,80,79,Yes
8413-YNHNV,69,91,6322,No
5808-TOTXO,3,21,57,No
4369-NYSCF,56,76,4284,No
6333-YDVLT,65,110,7138,No
5324-KTGCG,71,21,1539,No
5599-HVLTW,14,80,1058,No
7394-LWLYN,2,70,123,No
3707-LRWZD,32,84,2781,Yes
6873-UDNLD,40,67,2731,No
2700-LUEVA,1,21,20,No
1455-ESIQH,1,89,89,Yes
0958-YHXGP,7,70,497,No
1101-SSWAG,15,51,711,No
2979-SXESE,17,94,1607,Yes
4013-TLDHQ,19,78,1490,Yes
5743-KHMNA,71,26,1898,No
4194-FJARJ,54,60,3273,No
5325-UWTWJ,31,91,2929,No
3969-GYXEL,11,76,838,No
9208-OLGAQ,18,85,1443,No
3244-CQPHU,72,110,7746,No
2674-MLXMN,71,100,6951,No
9708-HPXWZ,5,45,214,No
6992-TKNYO,38,69,2669,No
4468-YDOVK,5,49,235,No
3754-DXMRT,2,44,92,Yes
5792-JALQC,52,60,3103,No
7130-VTEWQ,8,76,606,Yes
2200-DSAAL,68,81,5330,No
4302-ZYFEL,69,21,1403,No
9351-LZYGF,42,66,2727,No
4366-CTOUZ,50,100,5038,No
6121-VZNQB,1,19,19,Yes
7903-CMPEY,1,80,80,Yes
1518-OMDIK,33,45,1462,No
6671-NGWON,7,20,150,No
0595-ITUDF,64,92,5960,No
6996-KNSML,1,75,74,Yes
1955-IBMMB,59,20,1192,No
0096-BXERS,6,50,314,No
3806-YAZOV,3,19,56,No
7998-ZLXWN,15,20,330,No
6253-WRFHY,13,65,877,No
9133-AYJZG,23,99,2249,No
2675-OTVVJ,31,89,2807,No
8680-CGLTP,29,59,1696,No
8430-TWCBX,49,21,1032,No
5018-GWURO,56,86,4902,No
6741-QRLUP,63,80,4995,No
4737-HOBAX,63,80,5034,No
0537-QYZZN,24,80,1857,No
3340-QBBFM,36,54,1992,No
1704-NRWYE,9,81,751,Yes
2592-SEIFQ,3,25,66,Yes
8200-KLNYW,21,81,1714,No
3372-CDXFJ,13,24,343,No
4781-ZXYGU,1,20,20,No
7632-YUTXB,25,20,520,No
2718-YSKCS,71,20,1387,No
9896-UYMIE,66,114,7383,No
0853-NWIFK,45,100,4483,No
8212-CRQXP,22,80,1706,No
6980-CDGFC,67,21,1327,No
7691-XVTZH,68,90,5974,No
2520-SGTTA,0,20,0,No
7481-ATQQS,49,91,4515,Yes
2277-VWCNI,4,49,179,No
1088-CNNKB,63,80,5040,No
8642-GVWRF,2,80,165,Yes
1930-BZLHI,21,20,422,No
3400-ESFUW,55,58,3046,Yes
5868-YTYKS,1,20,20,No
3525-DVKFN,17,19,358,No
1482-OXZSY,30,100,2936,No
0377-JBKKT,22,58,1271,No
5778-BVOFB,9,60,530,No
3373-YZZYM,1,19,19,No
2057-ZBLPD,21,86,1808,Yes
0228-MAUWC,19,60,1144,No
5502-RLUYV,69,104,7446,Yes
0023-HGHWL,1,25,25,Yes
7663-YJHSN,72,104,7556,No
4915-BFSXL,70,69,4858,No
3086-RUCRN,66,103,6595,No
5215-LNLDJ,7,25,149,No
7576-JMYWV,46,110,4972,No
9039-RBEEE,39,49,1880,Yes
0257-KXZGU,32,62,2045,No
1307-ATKGB,24,90,2187,No
8417-FMLZI,6,84,477,Yes
3714-XPXBW,37,79,2976,No
1850-AKQEP,8,20,178,No
2824-DXNKN,72,71,5025,No
5227-JSCFE,71,46,3353,No
0848-ZGQIJ,16,95,1461,No
3621-CHYVB,57,50,2782,No
8042-RNLKO,66,25,1699,No
1792-UXAFY,17,89,1496,Yes
5372-FBKBN,21,21,452,No
0420-TXVSG,66,66,4428,No
6217-TOWGS,17,75,1322,No
0515-YPMCW,1,70,70,Yes
0378-XSZPU,58,60,3563,Yes
1045-LTCYT,8,21,139,No
1544-JJMYL,27,69,1927,No
4636-JGAAI,34,89,3000,No
6874-SGLHU,30,97,3021,No
5951-AOFIH,33,66,2245,No
4729-XKASR,1,25,24,Yes
3059-NGMXB,14,69,944,No
8652-YHIYU,16,80,1264,No
5278-PNYOX,49,101,4917,No
5449-FIBXJ,19,103,2012,Yes
3486-HOOGQ,70,80,5743,No
5061-PBXFW,32,61,1864,No
8630-FJLIB,18,70,1221,No
3891-NLXJB,37,41,1390,No
4749-OJKQU,4,76,302,No
0577-WHMEV,16,91,1374,No
5453-AXEPF,17,80,1336,No
3639-XJHKQ,19,61,1297,No
3716-LRGXK,60,101,6067,No
2263-SFSQZ,51,25,1222,No
9950-MTGYX,28,20,487,No
3397-AVTKU,43,60,2548,No
4825-FUREZ,42,20,835,No
9837-BMCLM,3,78,242,Yes
2672-OJQZP,1,45,44,No
0137-UDEUO,3,20,63,Yes
3134-DSHVC,63,98,6218,No
6161-UUUTA,3,80,260,Yes
7821-DPRQE,68,108,7320,No
6543-XRMYR,30,100,2967,Yes
2001-EWBQU,60,105,6333,No
4925-LMHOK,15,59,939,Yes
1608-GMEWB,45,94,4200,No
6695-AMZUF,70,86,5950,No
1455-UGQVH,10,98,1037,Yes
8410-BGQXN,4,19,93,No
8280-MQRQN,1,50,50,Yes
1619-YWUBB,68,25,1614,No
7611-YKYTC,22,75,1573,No
2037-SGXHH,38,95,3624,Yes
3178-FESZO,1,100,100,Yes
0365-GXEZS,18,78,1468,No
0082-OQIQY,29,94,2607,No
6087-MVHJH,16,88,1422,Yes
4603-JANFB,1,70,69,Yes
3018-TFTSU,12,82,858,Yes
3606-SBKRY,31,50,1523,No
4806-KEXQR,4,80,324,Yes
0667-NSRGI,48,70,3435,No
7083-YNSKY,15,25,399,Yes
6893-ODYYE,50,90,4549,No
8242-JSVBO,7,45,322,No
2479-BRAMR,41,84,3273,Yes
9541-ZPSEA,68,80,5375,No
2665-NPTGL,26,98,2510,No
1139-WUOAH,57,53,3090,No
4693-VWVBO,3,20,61,No
7434-SHXLS,1,21,20,Yes
6937-GCDGQ,19,49,955,No
0988-JRWWP,3,54,140,No
5075-JSDKI,59,24,1493,No
7908-QCBCA,1,69,69,Yes
8644-XYTSV,42,40,1626,No
6711-FLDFB,7,75,541,Yes
3873-WOSBC,67,26,1784,No
7465-ZZRVX,1,70,70,No
7975-JMZNT,66,92,6075,No
7251-XFOIL,61,89,5500,No
4116-IQRFR,4,24,73,No
3714-JTVOV,42,74,3229,Yes
8259-DZLIZ,64,54,3399,No
0442-ZXKVS,54,116,6431,No
7853-WNZSY,1,20,19,No
3120-FAZKD,54,24,1230,No
8606-OEGQZ,18,25,454,No
0225-ZORZP,3,84,235,No
4702-IOQDC,1,70,70,Yes
9489-JMTTN,72,90,6595,No
0575-CUQOV,60,98,5867,No
0967-BMLBD,11,20,196,No
6178-KFNHS,12,78,909,Yes
2830-LEWOA,61,104,6449,No
5006-MXVRN,39,21,762,No
1264-BYWMS,55,97,5283,Yes
9658-WYUFB,17,94,1617,Yes
8327-WKMIE,37,20,785,No
6917-FIJHC,72,26,1776,No
5329-KRDTM,72,77,5396,No
7797-EJMDP,8,66,574,No
3530-VWVGU,22,20,400,No
2013-SGDXK,1,84,84,Yes
6368-NWMCE,38,68,2656,No
3633-CDBUW,17,81,1445,No
0707-HOVVN,70,76,5212,No
8580-QVLOC,72,92,6440,Yes
3956-MGXOG,28,81,2244,No
9274-UARKJ,15,83,1130,No
4077-HWUYD,72,88,6463,No
2012-NWRPA,11,100,1131,Yes
8808-ELEHO,8,81,585,Yes
0103-CSITQ,57,109,6252,No
3506-LCJDC,1,20,19,Yes
8671-KKKOS,46,46,2062,No
7305-ZWMAJ,30,21,587,No
9518-XXBXE,10,75,720,No
3934-HXCFZ,23,99,2186,Yes
6578-KRMAW,32,93,2979,No
4860-IJUDE,13,74,956,No
7666-WKRON,39,80,3201,Yes
9688-YGXVR,44,88,3973,No
0423-UDIJQ,9,49,447,No
1945-XISKS,67,20,1335,No
4910-AQFFX,9,79,661,Yes
2154-KVJFF,15,80,1111,Yes
5360-LJCNJ,71,105,7555,No
2607-FBDFF,1,49,49,No
9647-ERGBE,30,100,3046,Yes
3428-XZMAZ,1,69,69,Yes
1100-DDVRV,17,50,836,No
0378-TOVMS,3,86,272,Yes
4355-HBJHH,67,80,5293,Yes
6728-WYQBC,1,21,20,No
9058-CBREO,1,51,50,Yes
9029-FEGVJ,32,79,2570,No
7216-KAOID,41,20,798,No
0318-QUUOB,1,81,80,Yes
6145-NNPNO,1,44,44,No
5520-FVEWJ,12,84,916,Yes
5339-TJFEK,62,106,6487,No
5572-ZDXHY,22,84,1855,Yes
2074-GUHPQ,17,93,1556,No
4625-XMOYM,72,26,1988,No
5827-MWCZK,56,97,5432,No
1385-TQOZW,9,20,147,No
5914-XRFQB,72,116,8424,No
4329-YPDDQ,20,108,2203,No
4804-NCPET,19,20,387,No
3750-CKVKH,2,68,116,Yes
5944-UGLLK,53,55,3045,No
8063-GBATB,27,85,2287,Yes
7787-BNTZM,6,20,130,No
2252-ISRNH,9,90,767,No
9415-TPKRV,8,56,446,No
5322-TEUJK,71,115,8100,No
4547-KQRTM,10,80,830,Yes
4877-EVATK,1,20,20,Yes
1866-DIOQZ,71,67,4689,No
8375-KVTHK,68,100,6754,No
2697-NQBPF,34,105,3540,No
3709-OIJEA,26,85,2184,No
7639-SUPCW,22,49,1054,Yes
1386-ZIKUV,7,19,130,No
0599-XNYDO,20,70,1540,No
6377-WHAOX,60,106,6411,No
6855-VLGOS,72,21,1432,No
8999-XXGNS,72,106,7629,No
8746-OQQRW,4,25,101,No
3181-MIZBN,16,20,313,No
0471-ARVMX,62,105,6312,No
7766-CLTIC,10,61,629,No
5650-YLIBA,31,81,2640,No
0825-CPPQH,71,19,1372,No
9084-OAYKL,58,21,1212,No
6122-LJADA,70,90,6237,No
2400-XIWIO,71,90,6310,No
7524-VRLPL,69,74,5031,No
1069-XAIEM,1,85,85,Yes
7569-NMZYQ,72,119,8672,No
5201-USSQZ,26,86,2196,No
2105-PHWON,33,95,3008,No
1494-EJZDW,10,20,220,No
4884-TVUQF,57,101,5779,No
8003-EWNDZ,10,21,222,No
1897-RCFUM,39,24,914,No
9256-JTBNZ,11,20,246,No
4658-HCOHW,21,103,2110,Yes
2211-RMNHO,68,85,5560,No
2432-TFSMK,18,90,1633,No
3440-JPSCL,6,100,547,Yes
4929-ROART,18,56,969,No
1834-ABKHQ,52,51,2610,No
1741-WTPON,56,116,6567,No
3932-IJWDZ,45,104,4747,No
1240-HCBOH,67,26,1759,No
3594-KADLU,3,35,101,No
8065-BVEPF,65,99,6496,No
3796-ENZGF,63,67,4234,No
1734-ZMNTZ,11,25,300,No
2853-CWQFQ,1,60,59,No
0813-TAXXS,55,78,4323,No
2519-TWKFS,25,55,1466,No
2889-FPWRM,72,118,8684,Yes
0626-QXNGV,72,24,1776,No
6723-CEGQI,65,45,2933,No
6987-XQSJT,54,80,4370,Yes
4732-RRJZC,7,20,144,No
9499-XPZXM,72,65,4804,No
4338-EYCER,21,55,1125,No
3007-FDPEA,2,21,39,No
6350-XFYGW,4,95,422,No
4290-BSXUX,3,80,251,Yes
8513-OLYGY,72,116,8332,No
0311-QYWSS,6,49,314,No
8705-DWKTI,52,84,4331,No
8755-IWJHN,69,95,6382,No
0325-XBFAC,8,95,740,Yes
4480-QQRHC,8,74,600,No
0929-PECLO,63,90,5538,No
3680-CTHUH,60,117,7049,No
1202-KKGFU,12,54,690,No
6112-KTHFQ,13,19,279,No
1852-XEMDW,22,65,1427,No
2462-XIIJB,5,92,452,Yes
4760-XOHVN,1,19,19,Yes
1820-DJFPH,72,24,1709,No
9426-SXNHE,2,19,53,No
9068-FHQHD,40,20,777,No
1269-FOYWN,44,20,860,No
9470-YFUYI,71,71,5012,No
7817-BOQPW,2,76,166,Yes
7402-EYFXX,26,94,2404,No
1853-UDXBW,1,70,70,Yes
9895-VFOXH,1,24,24,No
5458-CQJTA,65,75,4820,Yes
1230-QAJDW,3,65,209,No
5701-ZIKJE,13,51,610,No
5219-YIPTK,33,104,3409,Yes
5032-MIYKT,1,71,70,No
7396-VJUZB,4,45,155,No
9717-QEBGU,2,70,144,No
5172-RKOCB,72,109,7875,No
6509-TSGWN,37,26,911,No
3540-RZJYU,15,86,1270,Yes
3178-CIFOT,23,20,478,No
2091-MJTFX,30,51,1561,Yes
4530-NDRKU,42,19,761,No
5985-TBABQ,32,75,2282,No
9800-ONTFE,22,76,1615,No
6743-HHQPF,42,25,1097,No
8455-HIRAQ,8,44,369,No
6616-AALSR,65,104,6725,No
0883-EIBTI,2,20,31,Yes
9415-ZNBSX,70,89,6293,No
4018-KJYUY,22,20,432,No
0722-TROQR,4,75,321,Yes
7571-YXDAD,2,75,147,Yes
3884-UEBXB,67,36,2434,No
8780-RSYYU,25,19,532,No
5537-UXXVS,20,19,375,No
1791-PQHBB,2,61,125,No
8701-DGLVH,51,20,1042,No
8741-LQOBK,46,35,1620,No
3393-FMZPV,25,100,2387,Yes
8082-GHXOP,13,44,659,No
6402-ZFPPI,25,103,2660,Yes
0980-FEXWF,26,50,1285,No
7486-KSRVI,43,100,4211,Yes
3011-WQKSZ,19,20,377,No
8443-WVPSS,10,100,990,Yes
3006-XIMLN,2,94,193,Yes
8218-FFJDS,72,86,6058,No
1986-PHGZF,18,58,964,No
9965-YOKZB,9,84,790,Yes
0504-HHAPI,27,88,2467,Yes
9360-OMDZZ,24,94,2322,No
6305-YLBMM,69,104,7262,Yes
0345-XMMUG,46,109,4854,No
8024-XNAFQ,72,107,7748,No
3647-GMGDH,22,95,1914,Yes
2988-GBIVW,70,91,6470,No
2832-SCUCO,2,20,57,No
7036-ZZKBD,31,66,2019,No
3791-LGQCY,56,101,5688,Yes
0265-PSUAE,16,101,1522,No
0463-TXOAK,52,26,1334,No
0594-UFTUL,13,20,252,No
9509-MPYOD,35,21,700,No
9128-CPXKI,59,96,5655,No
0129-KPTWJ,72,95,6747,No
8166-ZZTFS,66,81,5265,Yes
5855-EIBDE,49,107,5174,No
5365-LLFYV,2,46,105,No
5956-YHHRX,21,104,2271,No
6008-NAIXK,54,55,2966,No
2956-GGUCQ,24,79,1772,Yes
1928-BXYIV,1,61,61,No
5760-FXFVO,6,79,494,No
6595-COKXZ,1,44,44,Yes
0961-ZWLVI,49,109,5290,No
5181-OABFK,56,61,3346,No
4007-NHVHI,56,97,5219,No
7816-VGHTO,6,41,217,No
5871-DGTXZ,32,20,607,No
7550-WIQVA,50,108,5431,No
7544-ZVIKX,58,105,6004,No
0016-QLJIS,65,90,5957,No
7508-DQAKK,64,86,5442,No
5176-OLSKT,66,67,4370,No
9356-AXGMP,38,111,4428,No
3556-BVQGL,20,20,416,No
0362-ZBZWJ,36,85,3067,Yes
8979-CAMGB,64,102,6688,No
4211-MMAZN,1,20,20,Yes
7581-EBBOU,60,70,4224,No
4274-OWWYO,1,74,74,Yes
5073-RZGBK,50,80,4042,No
1541-ETJZO,1,62,62,Yes
2192-CKRLV,72,49,3580,No
3154-HMWUU,60,20,1198,No
6119-SPUDB,46,38,1755,No
6522-OIQSX,69,55,3772,No
7813-ZGGAW,31,97,2877,No
8748-HFWBO,19,20,357,No
1052-QJIBV,71,20,1397,No
1319-YLZJG,12,85,959,No
4106-HADHQ,39,80,3182,Yes
0723-FDLAY,44,85,3704,No
3050-RLLXC,56,81,4620,No
9298-WGMRW,72,116,8312,No
2369-UAPKZ,5,104,541,Yes
3088-LHEFH,11,79,929,No
2778-OCLGR,24,39,971,Yes
6583-KQJLK,15,95,1285,No
8544-JNBOX,72,21,1521,No
6681-ZSEXG,56,60,3389,No
6139-ZZRBQ,64,20,1198,No
6116-RFVHN,34,100,3414,No
0637-KVDLV,2,76,162,Yes
8884-FEEWR,35,21,754,No
3125-RAHBV,22,20,467,No
6633-MPWBS,5,49,216,Yes
0373-AIVNJ,9,40,373,No
8785-EPNCG,11,23,245,Yes
1682-VCOIO,23,20,481,No
5729-KLZAR,4,81,302,Yes
2072-ZVJJX,68,25,1728,No
8849-AYPTR,33,91,2964,No
9518-IMLHK,31,72,2156,No
1582-RAFML,1,60,60,Yes
3646-ITDGM,56,20,1051,No
8740-CRYFY,1,79,78,Yes
3569-VLDHH,66,75,5013,No
8224-KDLKN,72,25,1738,No
7594-LZNWR,34,69,2275,No
4001-TSBTV,58,92,5511,No
2962-XPMCQ,2,45,98,Yes
8727-XDPUD,37,36,1316,No
1043-UXOVO,71,113,7993,No
1064-FBXNK,1,20,19,No
3996-ZNWYK,71,20,1388,No
2878-DHMIN,35,20,666,No
7762-ONLJY,6,20,94,No
1678-FYZOW,3,79,244,Yes
5795-BKOYE,69,59,4134,No
8627-EHGIP,44,54,2375,Yes
7402-PWYJJ,53,91,4862,No
5480-TBGPH,24,99,2431,Yes
0018-NYROU,5,69,351,No
7501-VTYLJ,2,52,106,No
7608-RGIRO,62,24,1413,No
0480-BIXDE,19,97,1743,No
5895-QSXOD,9,70,657,No
9814-AOUDH,53,20,1050,No
6175-IRFIT,5,79,426,No
8760-ZRHKE,71,69,4982,No
1622-HSHSF,1,20,19,No
8854-CCVSQ,18,81,1451,Yes
6749-UTDVX,72,104,7634,No
5542-DHSXL,4,55,235,No
9102-OXKFY,59,54,3116,No
0511-JTEOY,1,71,71,Yes
5216-WASFJ,31,85,2633,No
7808-DVWEP,3,20,49,No
7067-KSAZT,65,106,6979,Yes
2284-VFLKH,49,99,4920,No
0366-NQSHS,2,19,46,No
6532-YLWSI,53,21,1021,Yes
3807-BPOMJ,55,95,5276,No
3892-NXAZG,72,114,8289,No
4948-WBBKL,36,75,2659,No
4182-BGSIQ,10,20,196,No
9300-AGZNL,1,94,94,Yes
0988-AADSA,72,81,5824,No
9972-NKTFD,28,55,1517,No
3717-LNXKW,38,92,3479,No
5734-EJKXG,61,119,7365,No
2207-RYYRL,52,25,1331,No
6729-FZWSY,67,19,1195,No
9695-IDRZR,34,116,3946,No
8144-DGHXP,54,81,4299,No
7814-LEEVE,1,20,20,No
1112-CUNAO,15,90,1424,Yes
5175-AOBHI,4,46,193,Yes
5174-RNGBH,9,66,620,Yes
8631-WUXGY,46,100,4391,No
7270-BDIOA,22,90,1993,Yes
9565-JSNFM,38,70,2597,Yes
5906-DVAPM,55,75,4213,No
6654-QGBZZ,1,20,19,No
8348-JLBUG,64,80,5017,No
0607-DAAHE,53,20,1052,Yes
5641-DMBFJ,58,84,4916,No
9200-NLNPD,56,54,2959,No
2664-XJZNO,72,105,7559,No
9732-KPKBW,1,54,53,Yes
3339-EAQNV,72,97,7133,No
0921-OHLVP,22,83,1799,No
3389-YGYAI,8,106,829,Yes
9560-ARGQJ,16,81,1312,Yes
8350-NYMVI,39,41,1597,No
1600-DILPE,12,45,524,No
0536-ESJEP,54,75,4191,No
4654-GGUII,18,40,711,No
6478-HRRCZ,32,70,2201,No
8510-BBWMU,41,20,806,No
6857-TKDJV,67,25,1620,No
2360-RDGRO,65,104,6812,No
0584-BJQGZ,25,78,1837,No
5134-IKDAY,1,70,69,Yes
1360-XFJMR,67,110,7344,No
3070-DVEYC,7,74,545,Yes
5730-RIITO,43,33,1500,No
9058-MJLZC,24,95,2283,No
5707-ORNDZ,9,55,494,Yes
0902-XKXPN,69,20,1376,No
5177-RVZNU,37,20,755,No
0056-EPFBG,20,39,825,No
8993-IZEUX,7,69,488,No
8696-JKZNU,37,76,2841,Yes
5380-AFSSK,5,94,486,Yes
8190-ZTQFB,41,51,2075,No
0931-MHTEM,54,100,5299,No
2055-PDADH,3,70,204,Yes
7515-LODFU,69,20,1356,No
0440-UEDAI,53,94,5042,No
1337-BOZWO,18,46,812,No
0868-VJRDR,64,104,6605,No
8714-EUHJO,31,91,2995,Yes
6344-SFJVH,20,25,505,No
3950-VPYJB,57,60,3509,No
8041-TMEID,63,108,6991,No
7321-ZNSLA,13,41,590,No
6941-KXRRV,48,59,2789,No
3721-CNEYS,2,71,137,Yes
8727-JQFHV,57,21,1123,No
9475-NNDGC,71,113,7953,No
1355-KUSBG,7,49,349,No
3688-FTHLT,16,63,1067,No
0899-LIIBW,34,101,3527,No
2568-OIADY,37,100,3762,Yes
1384-RCUXW,16,81,1248,No
5825-XJOCM,48,64,3035,No
6848-YLDFR,58,75,4300,No
8125-QPFJD,72,85,6065,No
2320-YKQBO,7,19,144,No
1193-RTSLK,38,84,3233,Yes
2302-ANTDP,48,117,5438,Yes
5923-GXUOC,10,104,1081,Yes
4973-RLZVI,30,75,2308,No
7869-ZYDST,31,59,1882,No
4501-UYKBC,46,69,3255,No
1215-EXRMO,50,21,1067,No
2305-MRGLV,28,77,2065,No
8404-VIOMB,66,62,4136,No
5233-GEEAX,8,29,221,Yes
2359-KLTEK,41,95,3848,No
5304-EFJLP,72,112,8022,No
2673-ZALNP,7,20,173,No
9184-GALIL,38,20,781,No
4393-RYCRE,44,106,4510,No
9746-MDMBK,47,113,5317,No
3162-ZJZFU,53,93,4779,No
8404-GFGCZ,4,66,250,No
8875-AKBYH,20,84,1745,No
4432-ADRLB,2,45,74,Yes
0533-UCAAU,57,71,4140,No
1394-SUIUH,44,85,3670,No
3521-MNKLV,24,50,1167,No
2533-TIBIX,15,30,469,No
8993-PHFWD,3,25,58,Yes
1565-RHDJD,4,84,333,Yes
7137-RYLPP,37,86,3171,Yes
3765-JXVKY,1,75,74,Yes
5092-STPKP,24,56,1381,No
7330-WZLNC,5,91,455,Yes
0114-PEGZZ,33,108,3645,No
3359-DSRKA,58,20,1158,No
8639-NHQEI,72,96,6954,No
7161-DFHUF,71,24,1672,No
3957-LXOLK,28,106,3152,Yes
3720-DBRWL,51,84,4307,No
6635-MYYYZ,30,85,2530,Yes
8565-WUXZU,72,85,6141,No
5281-BUZGT,36,91,3186,Yes
4994-OBRSZ,14,76,1054,No
0562-FGDCR,72,75,5430,No
2436-QBZFP,22,39,849,No
3420-YJLQT,2,80,151,No
6040-CGACY,15,20,299,No
6582-PLFUU,51,20,1086,No
8242-PDSGJ,70,39,2692,No
0264-CNITK,71,20,1389,No
0089-IIQKO,39,100,3767,No
7839-NUIAA,61,60,3641,No
6075-QMNRR,52,50,2535,No
5378-IKEEG,1,36,35,Yes
5966-EMAZU,64,108,6880,No
0440-EKDCF,62,60,3753,No
4774-HHGGS,30,19,637,No
2718-GAXQD,4,46,181,Yes
2055-BFOCC,63,84,5329,No
8180-AKMJV,1,45,44,No
4298-OYIFC,15,103,1539,No
5566-SOEZD,27,81,2209,No
9842-EFSYY,4,57,223,No
2272-WUSPA,72,111,7751,No
4584-LBNMK,45,25,1174,No
3898-GUYTS,45,97,4385,No
0930-EHUZA,36,76,2606,No
6413-XKKPU,17,89,1539,Yes
9975-SKRNR,1,19,18,No
3703-KBKZP,16,74,1261,No
1449-XQEMT,3,20,58,Yes
2626-URJFX,4,51,225,Yes
4973-MGTON,71,84,5969,No
3682-YEUWS,10,24,253,No
1223-UNPKS,20,20,400,No
2612-RRIDN,4,81,340,Yes
4735-ASGMA,26,98,2515,Yes
3446-QDSZF,4,56,227,No
3669-LVWZB,5,51,305,Yes
6892-EZDTG,4,92,365,Yes
5117-IFGPS,29,84,2357,No
7379-FNIUJ,2,100,198,No
1627-AFWVJ,29,19,554,No
9725-SCPZG,1,91,90,Yes
5884-GCYMI,1,69,69,Yes
3217-FZDMN,8,94,742,Yes
4486-EFAEB,13,20,251,No
0060-FUALY,59,95,5597,No
7853-GVUDZ,1,20,20,Yes
7480-QNVZJ,50,96,4816,Yes
6954-OOYZZ,18,44,768,No
7088-FBAWU,17,75,1215,No
8313-AFGBW,47,74,3522,No
3943-KDREE,26,75,1834,Yes
9239-ZBZZV,6,48,305,Yes
3097-IDVPU,19,50,910,No
4398-HSCJH,3,64,155,Yes
2197-OMWGI,68,53,3656,No
2303-PJYHN,2,20,52,No
9795-VOWON,7,24,150,No
1237-WIYYZ,18,20,389,No
1987-AUELQ,71,25,1873,No
7852-LECYP,13,94,1261,No
4430-UZIPO,3,37,108,Yes
4822-LPTYJ,72,104,7346,No
8165-CBKXO,66,57,3708,No
6527-PZFPV,24,21,469,No
4855-SNKMY,1,44,44,Yes
9593-CVZKR,56,24,1385,No
8595-SIZNC,22,26,548,No
8008-HAWED,14,51,712,Yes
7124-UGSUR,61,104,6405,Yes
1862-SKORY,40,39,1637,Yes
5236-XMZJY,42,60,2536,No
4827-DPADN,72,83,6042,No
2694-CIUMO,12,80,958,No
5846-ABOBJ,71,24,1730,No
1439-LCGVL,26,19,459,No
0909-SDHNU,7,30,201,No
4647-XXZAM,6,46,285,No
1502-XFCVR,58,106,6145,Yes
7740-KKCXF,51,30,1529,No
5360-XGYAZ,72,66,4664,No
9692-TUSXH,18,96,1740,Yes
7912-SYRQT,7,75,552,Yes
3557-HTYWR,47,74,3496,No
4816-JBHOV,2,45,93,Yes
8920-NAVAY,62,111,7053,No
1699-TLDLZ,16,20,301,No
5600-PDUJF,6,50,312,No
8292-TYSPY,19,55,1046,Yes
0567-XRHCU,69,44,2960,No
1867-BDVFH,11,74,834,Yes
2067-QYTCF,64,111,6953,No
2359-QWQUL,39,105,4134,Yes
9103-TCIHJ,15,56,899,Yes
7407-SUJIZ,25,21,541,No
9150-KPBJQ,6,20,116,No
0052-DCKON,66,116,7942,No
3654-ARMGP,61,89,5321,No
9699-UBQFS,43,94,4156,No
9367-TCUYN,12,20,223,No
1261-FWTTE,23,35,768,No
3528-HFRIQ,71,52,3765,No
0708-SJDIS,34,65,2157,No
4140-WJAWW,5,20,108,Yes
2073-QBVBI,41,35,1391,No
6928-ONTRW,72,20,1379,No
3320-VEOYC,14,96,1273,No
5231-FIQPA,41,20,810,No
6617-WLBQC,23,82,1810,No
2599-CIPQE,71,109,7782,No
6653-CBBOM,1,70,70,Yes
8774-GSBUN,72,25,1797,No
7326-RIGQZ,6,70,377,No
1401-FTHFQ,23,20,445,No
3247-ZVOUO,10,86,851,Yes
0254-FNMCI,72,110,7624,No
1848-LBZHY,7,50,355,No
6101-IMRMM,6,94,575,Yes
8118-TJAFG,9,102,906,No
5429-LWCMV,12,89,1057,No
7298-IZWLY,1,19,19,No
9758-MFWGD,48,30,1388,No
3955-JBZZM,20,79,1641,No
1268-ASBGA,16,85,1375,Yes
8943-URTMR,2,80,152,Yes
4815-TUMEQ,10,19,185,No
4713-LZDRV,2,80,195,Yes
9909-IDLEK,20,97,1826,No
4092-OFQZS,20,21,417,No
1561-BWHIN,19,20,344,No
4325-NFSKC,19,91,1660,Yes
9927-DSWDF,22,105,2180,No
9500-LTVBP,35,80,2835,No
7252-NTGSS,1,45,45,No
8149-AIQCG,39,73,2730,No
1360-JYXKQ,54,99,5437,No
2955-PSXOE,1,20,20,Yes
7762-URZQH,66,106,6981,Yes
0899-WZRSD,56,105,5794,No
3255-GRXMG,18,46,747,No
4828-FAZPK,16,80,1267,No
6094-ZIVKX,68,54,3674,No
6925-BAYGL,53,25,1275,No
3262-EIDHV,72,85,5893,No
7354-OIJLX,9,76,724,No
1376-HHBDV,30,49,1536,No
